time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
3.3000000000000025,-0.222892154883,0.620949686751,21.3508516981,6.26031921814,0.115461895678,0.0,-0.752640643463,0.381566091955,5.67617783715,-0.0694769473713,0.10105798844,0.0,461.5146522765327,462.26603822989557,461.65599598062215,462.8468949555906
3.3600000000000025,-0.270633714793,0.643312671615,21.6958117743,6.25679322872,0.121326662218,0.0,-0.839304971951,0.363473561878,5.82163316713,-0.0431355658938,0.0901333891365,0.0,483.69209519482735,482.87583380122527,479.34468801257805,481.3402429956888
3.4200000000000026,-0.323300202118,0.664605954782,22.0462120924,6.25406695016,0.126883314524,0.0,-0.916726237339,0.346065130983,5.85807436989,-0.0504922816206,0.097151926321,0.0,450.256996310904,450.8316442740309,450.7515659874056,450.15535214561135
3.4800000000000026,-0.380287290112,0.684902333219,22.3954345947,6.25146012406,0.133112920876,0.0,-0.983350682975,0.330260593235,5.78294554755,-0.0321608262203,0.114623129251,0.0,414.3826241920424,415.9260014053425,413.39514840825643,415.00636262233746
3.5400000000000027,-0.441885710933,0.704091611844,22.7439361807,6.24932420054,0.140480806688,0.0,-1.07056761578,0.309205547061,5.83335420561,-0.0435546453163,0.135501661955,0.0,453.7119256963252,455.3984211703639,455.9219868231715,455.0100219026351
3.6000000000000028,-0.508390360508,0.722088733592,23.0921355004,6.24660861617,0.148591487636,0.0,-1.14692870436,0.290485913071,5.77343014667,-0.0489075948902,0.134523476636,0.0,419.44453742720805,419.3776221615623,421.21049419513054,420.74588810837844
3.660000000000003,-0.580007109843,0.738821679079,23.4393662759,6.24401765497,0.157176478659,0.0,-1.24103128375,0.26704255127,5.80058344301,-0.0336705922863,0.156251447361,0.0,447.46985726131294,449.25402973984245,447.77776648221635,449.0147499646003
3.720000000000003,-0.657404063259,0.754111486739,23.7880156328,6.24192554711,0.166221675224,0.0,-1.33967442905,0.242447962948,5.82072078102,-0.0373782296725,0.136533143111,0.0,446.1399331038709,444.54779355474795,448.6355822398845,448.33387458736706
3.780000000000003,-0.740650064842,0.767945411467,24.1364731954,6.23961337545,0.174803889236,0.0,-1.43590665074,0.218499115827,5.79443617819,-0.0409583332788,0.153602895826,0.0,432.77265621628334,434.2267524622957,431.88491613594033,431.5820101912945
3.840000000000003,-0.830142267589,0.780224629321,24.4851358894,6.23715518243,0.184011660023,0.0,-1.54797197589,0.190603755828,5.82720147478,-0.0409929884981,0.153181626585,0.0,451.5617157784944,451.5495429702712,452.26187502069695,452.2582346892888
3.900000000000003,-0.926261213671,0.790853444488,24.83429179,6.23502821602,0.192936987546,0.0,-1.65676508439,0.163508843445,5.81112498952,-0.0261905320752,0.137993135007,0.0,437.5819903415778,436.33655668558254,436.80584856475474,438.0381783115451
3.960000000000003,-1.02944693163,0.799729497176,25.1844113558,6.23318640607,0.201201275638,0.0,-1.78347435064,0.132230932127,5.85896443433,-0.0417162767245,0.137223782893,0.0,458.517598842866,458.47339764612263,458.27032569252077,457.0339815857915
4.020000000000002,-1.14009999366,0.806765952887,25.535929197,6.2312586126,0.209297836157,0.0,-1.90565779265,0.102147228378,5.85798330366,-0.0177478113682,0.129944238203,0.0,444.4921129290939,443.9118045937246,442.3196738589469,444.2890993945625
